State,year,month,Coal,Solar,Total Generation,Wind
Andaman and Nicobar,2019,1,0.0,8.345,9.44,0.0
Andaman and Nicobar,2019,2,0.0,9.77,9.65,0.0
Andaman and Nicobar,2019,3,0.0,11.225,10.05,0.0
Andaman and Nicobar,2019,4,0.0,9.555000000000001,11.3,0.0
Andaman and Nicobar,2019,5,0.0,9.04,10.04,0.0
Andaman and Nicobar,2019,6,0.0,7.71,8.21,0.0
Andaman and Nicobar,2019,7,0.0,6.245,8.8,0.0
Andaman and Nicobar,2019,8,0.0,3.295,7.5,0.0
Andaman and Nicobar,2019,9,0.0,4.1499999999999995,7.51,0.0
Andaman and Nicobar,2019,10,0.0,4.8500000000000005,9.03,0.0
Andaman and Nicobar,2019,11,0.0,3.555,9.4,0.0
Andaman and Nicobar,2019,12,0.0,4.355,9.42,0.0
Andaman and Nicobar,2020,1,0.0,5.835,8.36,0.0
Andaman and Nicobar,2020,2,0.0,4.0,12.04,0.0
Andaman and Nicobar,2020,3,0.0,3.9250000000000003,12.31,0.0
Andaman and Nicobar,2020,4,0.0,4.03,11.95,0.0
Andaman and Nicobar,2020,5,0.0,4.28,12.19,0.0
Andaman and Nicobar,2020,6,0.0,4.55,12.49,0.0
Andaman and Nicobar,2020,7,0.0,5.945,13.24,0.0
Andaman and Nicobar,2020,8,0.0,5.68,14.17,0.0
Andaman and Nicobar,2020,9,0.0,20.48,22.82,0.0
Andaman and Nicobar,2020,10,0.0,8.625,8.9,0.0
Andaman and Nicobar,2020,11,0.0,3.64,24.04,0.0
Andaman and Nicobar,2020,12,0.0,12.254999999999999,8.74,0.0
Andaman and Nicobar,2021,1,0.0,13.16,8.76,0.0
Andaman and Nicobar,2021,2,0.0,11.360000000000001,8.97,0.0
Andaman and Nicobar,2021,3,0.0,13.525,11.73,0.0
Andaman and Nicobar,2021,4,0.0,13.95,9.8,0.0
Andaman and Nicobar,2021,5,0.0,9.9,8.79,0.0
Andaman and Nicobar,2021,6,0.0,10.655,9.34,0.0
Andaman and Nicobar,2021,7,0.0,6.17,10.28,0.0
Andaman and Nicobar,2021,8,0.0,7.275,10.14,0.0
Andaman and Nicobar,2021,9,0.0,7.295,10.11,0.0
Andaman and Nicobar,2021,10,0.0,5.93,18.6,0.0
Andaman and Nicobar,2021,11,0.0,8.24,12.88,0.0
Andaman and Nicobar,2021,12,0.0,10.405000000000001,11.46,0.0
Andaman and Nicobar,2022,1,0.0,5.25,21.94,0.0
Andaman and Nicobar,2022,2,0.0,9.455,10.52,0.0
Andaman and Nicobar,2022,3,0.0,7.1850000000000005,18.17,0.0
Andaman and Nicobar,2022,4,0.0,10.385,14.88,0.0
Andaman and Nicobar,2022,5,0.0,11.805000000000001,12.86,0.0
Andaman and Nicobar,2022,6,0.0,7.355,12.72,0.0
Andaman and Nicobar,2022,7,0.0,6.91,13.46,0.0
Andaman and Nicobar,2022,8,0.0,8.629999999999999,12.37,0.0
Andaman and Nicobar,2022,9,0.0,10.450000000000001,10.23,0.0
Andaman and Nicobar,2022,10,0.0,3.65,29.44,0.0
Andaman and Nicobar,2022,11,0.0,4.15,28.29,0.0
Andaman and Nicobar,2022,12,0.0,3.375,30.05,0.0
Andaman and Nicobar,2023,1,0.0,4.26,29.08,0.0
Andaman and Nicobar,2023,2,0.0,4.47,27.7,0.0
Andaman and Nicobar,2023,3,0.0,5.255,31.37,0.0
Andaman and Nicobar,2023,4,0.0,5.640000000000001,33.17,0.0
Andaman and Nicobar,2023,5,0.0,5.685,33.62,0.0
Andaman and Nicobar,2023,6,0.0,4.05,29.6,0.0
Andaman and Nicobar,2023,7,0.0,3.59,29.13,0.0
Andaman and Nicobar,2023,8,0.0,3.895,31.33,0.0
Andaman and Nicobar,2023,9,0.0,2.48,27.83,0.0
Andaman and Nicobar,2023,10,0.0,3.21,30.74,0.0
Andaman and Nicobar,2023,11,0.0,3.9749999999999996,31.38,0.0
Andaman and Nicobar,2023,12,0.0,5.225,33.3,0.0
Andaman and Nicobar,2024,1,0.0,5.824999999999999,32.7,0.0
Andaman and Nicobar,2024,2,0.0,6.23,31.3,0.0
Andaman and Nicobar,2024,3,0.0,7.49,31.18,0.0
Andaman and Nicobar,2024,4,0.0,5.55,38.23,0.0
Andaman and Nicobar,2024,5,0.0,3.895,36.66,0.0
Andaman and Nicobar,2024,6,0.0,3.485,31.58,0.0
Andaman and Nicobar,2024,7,0.0,3.6300000000000003,33.44,0.0
Andaman and Nicobar,2024,8,0.0,3.5250000000000004,33.5,0.0
Andaman and Nicobar,2024,9,0.0,3.2600000000000002,32.99,0.0
Andaman and Nicobar,2024,10,0.0,4.06,33.33,0.0
Andaman and Nicobar,2024,11,0.0,4.0249999999999995,33.72,0.0
Andaman and Nicobar,2024,12,0.0,3.8499999999999996,35.8,0.0
Andaman and Nicobar,2025,1,0.0,3.385,33.82,0.0
Andaman and Nicobar,2025,2,0.0,4.01,31.46,0.0
Andaman and Nicobar,2025,3,0.0,5.085,38.64,0.0
Andaman and Nicobar,2025,4,0.0,2.9,35.7,0.0
Andaman and Nicobar,2025,5,0.0,2.5300000000000002,35.68,0.0
Andaman and Nicobar,2025,6,0.0,2.02,32.92,0.0
Andaman and Nicobar,2025,7,0.0,2.67,34.41,0.0
Andaman and Nicobar,2025,8,0.0,3.02,31.63,0.0
Andaman and Nicobar,2025,9,0.0,2.675,30.51,0.0
Andhra Pradesh,2019,1,2094.33,201.04999999999998,5436.99,187.265
Andhra Pradesh,2019,2,1976.065,219.82,5294.01,243.76500000000001
Andhra Pradesh,2019,3,2898.49,300.71,7258.41,218.43
Andhra Pradesh,2019,4,2723.085,277.86,6758.65,203.68
Andhra Pradesh,2019,5,2791.355,293.84000000000003,7151.49,345.74
Andhra Pradesh,2019,6,2562.14,269.91,7122.25,574.73
Andhra Pradesh,2019,7,2659.5899999999997,228.67999999999998,7573.23,747.145
Andhra Pradesh,2019,8,2491.705,214.66,7557.36,783.615
Andhra Pradesh,2019,9,2348.525,204.99,6469.06,363.85
Andhra Pradesh,2019,10,1981.995,177.95,5153.67,85.06
Andhra Pradesh,2019,11,1918.865,235.36499999999998,5084.47,137.65
Andhra Pradesh,2019,12,2337.0699999999997,191.035,5668.06,123.14500000000001
Andhra Pradesh,2020,1,2548.695,257.255,6263.44,110.405
Andhra Pradesh,2020,2,2438.575,294.15500000000003,6377.45,186.75
Andhra Pradesh,2020,3,2101.92,328.02500000000003,5752.7,207.325
Andhra Pradesh,2020,4,1535.0649999999998,307.4,4534.98,196.10999999999999
Andhra Pradesh,2020,5,1607.275,342.155,4908.14,281.65
Andhra Pradesh,2020,6,1804.44,264.6,5395.56,453.83
Andhra Pradesh,2020,7,1639.13,269.41,4982.63,363.07
Andhra Pradesh,2020,8,1750.55,250.55,5767.3,601.315
Andhra Pradesh,2020,9,1849.895,243.97,5592.65,301.43
Andhra Pradesh,2020,10,1784.3000000000002,260.53999999999996,5282.29,188.635
Andhra Pradesh,2020,11,1628.97,243.685,4583.83,160.89000000000001
Andhra Pradesh,2020,12,1866.585,283.2,5119.4,199.23
Andhra Pradesh,2021,1,2543.36,323.19,6491.96,180.015
Andhra Pradesh,2021,2,2504.665,349.945,6493.94,185.89
Andhra Pradesh,2021,3,2969.4300000000003,402.35499999999996,7730.2,226.805
Andhra Pradesh,2021,4,2462.0950000000003,376.09,6421.18,184.265
Andhra Pradesh,2021,5,1946.915,375.835,5512.8,314.13000000000005
Andhra Pradesh,2021,6,1908.72,371.57,6040.72,608.9399999999999
Andhra Pradesh,2021,7,2481.77,277.18499999999995,6996.59,561.5649999999999
Andhra Pradesh,2021,8,2492.5649999999996,306.25,7233.75,527.955
Andhra Pradesh,2021,9,2090.9900000000002,309.22999999999996,6374.68,499.27
Andhra Pradesh,2021,10,2223.9249999999997,321.455,6084.92,99.295
Andhra Pradesh,2021,11,1802.3600000000001,209.675,4734.28,139.48499999999999
Andhra Pradesh,2021,12,1982.405,321.97,5224.79,151.08
Andhra Pradesh,2022,1,2367.605,351.215,6060.05,164.245
Andhra Pradesh,2022,2,2495.78,371.915,6360.24,176.98000000000002
Andhra Pradesh,2022,3,2839.705,387.605,7153.49,196.68
Andhra Pradesh,2022,4,2965.58,398.48999999999995,7372.42,183.14999999999998
Andhra Pradesh,2022,5,2756.94,341.39500000000004,7331.35,476.085
Andhra Pradesh,2022,6,2311.195,360.96500000000003,6475.13,506.705
Andhra Pradesh,2022,7,2328.785,289.845,6948.45,697.89
Andhra Pradesh,2022,8,2530.1749999999997,323.97,7464.17,538.46
Andhra Pradesh,2022,9,2488.54,315.50500000000005,7056.76,375.81
Andhra Pradesh,2022,10,2151.2,322.53000000000003,5862.28,139.17000000000002
Andhra Pradesh,2022,11,2337.1349999999998,291.475,5874.44,105.46
Andhra Pradesh,2022,12,2601.3050000000003,313.40000000000003,6355.37,164.32999999999998
Andhra Pradesh,2023,1,2646.07,392.435,6699.17,207.29500000000002
Andhra Pradesh,2023,2,2772.5,382.97,6809.24,155.175
Andhra Pradesh,2023,3,3024.32,397.325,7452.64,217.35
Andhra Pradesh,2023,4,3087.8199999999997,405.485,7424.91,185.38
Andhra Pradesh,2023,5,3173.345,389.15500000000003,7723.63,265.52
Andhra Pradesh,2023,6,3156.145,346.125,8330.55,635.145
Andhra Pradesh,2023,7,2796.15,272.48499999999996,8074.32,933.245
Andhra Pradesh,2023,8,2965.355,352.59000000000003,7871.3,573.7700000000001
Andhra Pradesh,2023,9,2952.415,318.365,7625.55,515.025
Andhra Pradesh,2023,10,3261.875,370.16499999999996,7668.36,168.73
Andhra Pradesh,2023,11,2696.68,287.35,6395.86,184.3
Andhra Pradesh,2023,12,2493.2599999999998,294.03,6080.13,214.79999999999998
Andhra Pradesh,2024,1,3097.59,351.215,7474.92,244.17
Andhra Pradesh,2024,2,3034.395,417.52,7376.38,242.94
Andhra Pradesh,2024,3,3381.13,400.98,8035.41,215.25
Andhra Pradesh,2024,4,3474.26,400.54999999999995,8280.23,213.92000000000002
Andhra Pradesh,2024,5,3464.315,373.57,8348.22,310.33500000000004
Andhra Pradesh,2024,6,3111.545,314.455,7960.97,545.805
Andhra Pradesh,2024,7,2600.645,294.6,7038.44,546.6949999999999
Andhra Pradesh,2024,8,2780.19,311.305,7818.74,535.56
Andhra Pradesh,2024,9,2732.8599999999997,318.83500000000004,7672.3,531.1
Andhra Pradesh,2024,10,3052.82,313.545,7506.5,104.8
Andhra Pradesh,2024,11,2849.9449999999997,283.88,6703.02,113.74
Andhra Pradesh,2024,12,2724.51,261.505,6424.13,152.03
Andhra Pradesh,2025,1,3149.8849999999998,361.93,7637.87,215.785
Andhra Pradesh,2025,2,3288.815,384.0,7909.41,199.82
Andhra Pradesh,2025,3,3661.2599999999998,430.45000000000005,8772.46,195.05499999999998
Andhra Pradesh,2025,4,3451.07,418.42,8299.84,195.17999999999998
Andhra Pradesh,2025,5,3170.74,349.02000000000004,8142.62,500.515
Andhra Pradesh,2025,6,2982.3399999999997,348.99,7805.96,415.305
Andhra Pradesh,2025,7,2923.965,301.38,9157.58,901.9350000000001
Andhra Pradesh,2025,8,3104.83,308.52000000000004,9092.94,658.04
Andhra Pradesh,2025,9,2991.8700000000003,290.29999999999995,8586.32,549.6850000000001
Arunachal Pradesh,2019,1,0.0,0.2,42.43,0.0
Arunachal Pradesh,2019,2,0.0,0.43,13.17,0.0
Arunachal Pradesh,2019,3,0.0,1.325,3.92,0.0
Arunachal Pradesh,2019,4,0.0,0.41,15.48,0.0
Arunachal Pradesh,2019,5,0.0,0.065,220.61,0.0
Arunachal Pradesh,2019,6,0.0,0.015,170.09,0.0
Arunachal Pradesh,2019,7,0.0,0.07,335.84,0.0
Arunachal Pradesh,2019,8,0.0,0.105,233.85,0.0
Arunachal Pradesh,2019,9,0.0,0.08,269.4,0.0
Arunachal Pradesh,2019,10,0.0,0.11000000000000001,180.17,0.0
Arunachal Pradesh,2019,11,0.0,0.175,95.43,0.0
Arunachal Pradesh,2019,12,0.0,0.215,69.46,0.0
Arunachal Pradesh,2020,1,0.0,0.22000000000000003,56.15,0.0
Arunachal Pradesh,2020,2,0.0,0.20500000000000002,70.57,0.0
Arunachal Pradesh,2020,3,0.0,0.20500000000000002,71.64,0.0
Arunachal Pradesh,2020,4,0.0,0.16,111.83,0.0
Arunachal Pradesh,2020,5,0.0,0.11,218.96,0.0
Arunachal Pradesh,2020,6,0.0,0.095,400.52,0.0
Arunachal Pradesh,2020,7,0.0,0.060000000000000005,565.23,0.0
Arunachal Pradesh,2020,8,0.0,0.065,471.99,0.0
Arunachal Pradesh,2020,9,0.0,0.060000000000000005,405.04,0.0
Arunachal Pradesh,2020,10,0.0,0.075,409.32,0.0
Arunachal Pradesh,2020,11,0.0,0.08499999999999999,231.77,0.0
Arunachal Pradesh,2020,12,0.0,0.09,187.58,0.0
Arunachal Pradesh,2021,1,0.0,0.095,167.68,0.0
Arunachal Pradesh,2021,2,0.0,0.135,125.55,0.0
Arunachal Pradesh,2021,3,0.0,0.12,157.98,0.0
Arunachal Pradesh,2021,4,0.0,0.13,135.26,0.0
Arunachal Pradesh,2021,5,0.0,0.11000000000000001,350.58,0.0
Arunachal Pradesh,2021,6,0.0,0.095,502.71,0.0
Arunachal Pradesh,2021,7,0.0,0.09,643.26,0.0
Arunachal Pradesh,2021,8,0.0,0.075,550.28,0.0
Arunachal Pradesh,2021,9,0.0,0.075,525.58,0.0
Arunachal Pradesh,2021,10,0.0,0.08,414.34,0.0
Arunachal Pradesh,2021,11,0.0,0.09,281.37,0.0
Arunachal Pradesh,2021,12,0.0,0.095,209.72,0.0
Arunachal Pradesh,2022,1,0.0,0.10500000000000001,172.72,0.0
Arunachal Pradesh,2022,2,0.0,0.115,156.91,0.0
Arunachal Pradesh,2022,3,0.0,0.14,220.7,0.0
Arunachal Pradesh,2022,4,0.0,2.9800000000000004,236.17,0.0
Arunachal Pradesh,2022,5,0.0,2.5700000000000003,439.3,0.0
Arunachal Pradesh,2022,6,0.0,2.435,618.12,0.0
Arunachal Pradesh,2022,7,0.0,0.11,595.68,0.0
Arunachal Pradesh,2022,8,0.0,2.43,627.18,0.0
Arunachal Pradesh,2022,9,0.0,2.435,616.95,0.0
Arunachal Pradesh,2022,10,0.0,0.11,598.24,0.0
Arunachal Pradesh,2022,11,0.0,0.14,346.05,0.0
Arunachal Pradesh,2022,12,0.0,0.135,231.18,0.0
Arunachal Pradesh,2023,1,0.0,0.15,178.59,0.0
Arunachal Pradesh,2023,2,0.0,0.13,154.42,0.0
Arunachal Pradesh,2023,3,0.0,0.14,203.9,0.0
Arunachal Pradesh,2023,4,0.0,0.14,220.16,0.0
Arunachal Pradesh,2023,5,0.0,0.14,263.77,0.0
Arunachal Pradesh,2023,6,0.0,0.115,462.67,0.0
Arunachal Pradesh,2023,7,0.0,0.11,696.96,0.0
Arunachal Pradesh,2023,8,0.0,0.105,744.64,0.0
Arunachal Pradesh,2023,9,0.0,0.115,492.36,0.0
Arunachal Pradesh,2023,10,0.0,0.115,448.46,0.0
Arunachal Pradesh,2023,11,0.0,0.135,243.09,0.0
Arunachal Pradesh,2023,12,0.0,0.07500000000000001,183.0,0.0
Arunachal Pradesh,2024,1,0.0,0.11,148.77,0.0
Arunachal Pradesh,2024,2,0.0,0.075,150.0,0.0
Arunachal Pradesh,2024,3,0.0,0.055,226.88,0.0
Arunachal Pradesh,2024,4,0.0,0.065,237.47,0.0
Arunachal Pradesh,2024,5,0.0,0.065,329.09,0.0
Arunachal Pradesh,2024,6,0.0,0.034999999999999996,523.65,0.0
Arunachal Pradesh,2024,7,0.0,0.034999999999999996,603.55,0.0
Arunachal Pradesh,2024,8,0.0,0.05,516.87,0.0
Arunachal Pradesh,2024,9,0.0,0.075,440.15,0.0
Arunachal Pradesh,2024,10,0.0,0.06999999999999999,569.17,0.0
Arunachal Pradesh,2024,11,0.0,0.08,329.22,0.0
Arunachal Pradesh,2024,12,0.0,0.09,222.34,0.0
Arunachal Pradesh,2025,1,0.0,0.105,142.54,0.0
Arunachal Pradesh,2025,2,0.0,0.11499999999999999,108.76,0.0
Arunachal Pradesh,2025,3,0.0,0.13,184.22,0.0
Arunachal Pradesh,2025,4,0.0,0.16,199.03,0.0
Arunachal Pradesh,2025,5,0.0,0.595,378.7,0.0
Arunachal Pradesh,2025,6,0.0,0.1,510.44,0.0
Arunachal Pradesh,2025,7,0.0,0.08499999999999999,601.08,0.0
Arunachal Pradesh,2025,8,0.0,0.08499999999999999,675.71,0.0
Arunachal Pradesh,2025,9,0.0,0.075,576.59,0.0
Assam,2019,1,138.895,0.385,597.51,0.0
Assam,2019,2,138.945,0.305,498.8,0.0
Assam,2019,3,155.275,0.355,547.76,0.0
Assam,2019,4,202.59,0.285,623.65,0.0
Assam,2019,5,202.215,0.215,789.02,0.0
Assam,2019,6,193.78,0.245,765.14,0.0
Assam,2019,7,191.255,0.215,824.4,0.0
Assam,2019,8,150.07999999999998,0.32999999999999996,710.93,0.0
Assam,2019,9,139.955,0.27,661.53,0.0
Assam,2019,10,174.055,0.315,614.08,0.0
Assam,2019,11,195.56,0.38,660.79,0.0
Assam,2019,12,220.82,0.39,660.52,0.0
Assam,2020,1,218.255,0.275,652.2,0.0
Assam,2020,2,196.36,0.295,572.78,0.0
Assam,2020,3,174.84,0.33,553.45,0.0
Assam,2020,4,144.86,0.34,463.77,0.0
Assam,2020,5,130.61,0.1,449.97,0.0
Assam,2020,6,168.945,0.245,542.6,0.0
Assam,2020,7,147.09,0.23,460.81,0.0
Assam,2020,8,125.35,0.32,407.35,0.0
Assam,2020,9,150.97,0.265,474.33,0.0
Assam,2020,10,156.06,0.335,504.18,0.0
Assam,2020,11,127.39500000000001,0.355,456.33,0.0
Assam,2020,12,133.805,0.33999999999999997,497.29,0.0
Assam,2021,1,131.37,0.33999999999999997,542.34,0.0
Assam,2021,2,130.815,2.385,501.84,0.0
Assam,2021,3,236.175,2.6500000000000004,719.72,0.0
Assam,2021,4,234.2,2.9650000000000003,697.32,0.0
Assam,2021,5,154.67000000000002,2.45,588.65,0.0
Assam,2021,6,193.27,2.915,667.46,0.0
Assam,2021,7,201.995,3.0549999999999997,691.15,0.0
Assam,2021,8,193.53,3.115,731.54,0.0
Assam,2021,9,206.16,3.1100000000000003,738.38,0.0
Assam,2021,10,195.56,4.22,749.59,0.0
Assam,2021,11,196.64,4.25,709.42,0.0
Assam,2021,12,208.09500000000003,4.1000000000000005,714.69,0.0
Assam,2022,1,158.64999999999998,4.625,579.18,0.0
Assam,2022,2,216.87,5.3549999999999995,700.52,0.0
Assam,2022,3,240.66,6.465,831.01,0.0
Assam,2022,4,278.605,5.22,800.18,0.0
Assam,2022,5,253.19,9.43,818.69,0.0
Assam,2022,6,264.925,6.965,835.14,0.0
Assam,2022,7,263.2,6.345,835.43,0.0
Assam,2022,8,260.7,11.935,843.3,0.0
Assam,2022,9,244.115,11.325,777.77,0.0
Assam,2022,10,203.35,11.45,710.34,0.0
Assam,2022,11,180.96,11.575,652.39,0.0
Assam,2022,12,204.43,11.855,704.25,0.0
Assam,2023,1,249.92999999999998,12.43,777.59,0.0
Assam,2023,2,249.97,10.365,739.91,0.0
Assam,2023,3,187.71,13.76,658.7,0.0
Assam,2023,4,252.32999999999998,15.495000000000001,789.88,0.0
Assam,2023,5,246.36499999999998,15.535,773.6,0.0
Assam,2023,6,243.675,13.514999999999999,783.94,0.0
Assam,2023,7,240.485,14.405,780.7,0.0
Assam,2023,8,260.45,13.22,849.96,0.0
Assam,2023,9,239.51000000000002,15.535,845.29,0.0
Assam,2023,10,263.94,15.31,937.38,0.0
Assam,2023,11,223.385,15.625,773.39,0.0
Assam,2023,12,238.3,15.379999999999999,751.93,0.0
Assam,2024,1,226.62,15.004999999999999,748.0,0.0
Assam,2024,2,168.445,13.83,600.84,0.0
Assam,2024,3,247.105,15.57,794.41,0.0
Assam,2024,4,260.345,16.045,819.47,0.0
Assam,2024,5,227.45,15.235,852.47,0.0
Assam,2024,6,224.63,11.485000000000001,876.59,0.0
Assam,2024,7,247.41000000000003,14.375,913.11,0.0
Assam,2024,8,230.06,14.395,841.99,0.0
Assam,2024,9,243.29,15.559999999999999,854.13,0.0
Assam,2024,10,251.95499999999998,10.895,881.79,0.0
Assam,2024,11,198.69500000000002,15.205,733.62,0.0
Assam,2024,12,179.255,15.260000000000002,712.46,0.0
Assam,2025,1,225.17000000000002,13.995,788.7,0.0
Assam,2025,2,225.77499999999998,13.405000000000001,741.45,0.0
Assam,2025,3,175.29000000000002,16.05,680.59,0.0
Assam,2025,4,195.29999999999998,14.295,703.01,0.0
Assam,2025,5,204.43,12.91,717.06,0.0
Assam,2025,6,214.625,14.18,804.5,0.0
Assam,2025,7,221.895,15.385,851.97,0.0
Assam,2025,8,213.62,15.39,850.47,0.0
Assam,2025,9,200.20000000000002,15.36,865.28,0.0
Bihar,2019,1,1591.48,7.95,3141.43,0.0
Bihar,2019,2,1269.255,8.469999999999999,2496.68,0.0
Bihar,2019,3,1504.9250000000002,11.58,3043.2,0.0
Bihar,2019,4,1462.895,9.24,2873.98,0.0
Bihar,2019,5,1487.475,1.41,2881.13,0.0
Bihar,2019,6,1554.605,8.965,3031.06,0.0
Bihar,2019,7,1415.3950000000002,7.31,2751.38,0.0
Bihar,2019,8,1469.3,7.3,2859.16,0.0
Bihar,2019,9,1610.59,7.109999999999999,3137.54,0.0
Bihar,2019,10,1595.58,7.109999999999999,3107.52,0.0
Bihar,2019,11,1642.9650000000001,7.71,3213.99,0.0
Bihar,2019,12,1483.885,5.579999999999999,2914.89,0.0
Bihar,2020,1,1489.405,5.579999999999999,2925.93,0.0
Bihar,2020,2,1496.76,6.68,2942.68,0.0
Bihar,2020,3,1565.515,8.77,3077.74,0.0
Bihar,2020,4,1230.18,8.47,2378.04,0.0
Bihar,2020,5,1419.9299999999998,10.450000000000001,2762.79,0.0
Bihar,2020,6,1429.19,8.45,2778.83,0.0
Bihar,2020,7,1498.045,5.995,2950.71,0.0
Bihar,2020,8,1225.0800000000002,6.529999999999999,2364.95,0.0
Bihar,2020,9,1420.03,6.489999999999999,2754.77,0.0
Bihar,2020,10,1531.895,6.475,2978.46,0.0
Bihar,2020,11,1170.115,6.545,2255.05,0.0
Bihar,2020,12,1348.26,5.995,2610.73,0.0
Bihar,2021,1,1594.67,5.96,3103.47,0.0
Bihar,2021,2,1642.68,5.955,3199.48,0.0
Bihar,2021,3,2019.005,5.92,3952.05,0.0
Bihar,2021,4,2004.23,5.92,3922.5,0.0
Bihar,2021,5,1670.085,7.52,3255.21,0.0
Bihar,2021,6,1732.515,6.404999999999999,3377.84,0.0
Bihar,2021,7,1726.52,6.285,3366.72,0.0
Bihar,2021,8,1808.615,8.33,3535.0,0.0
Bihar,2021,9,1552.48,6.595,3020.22,0.0
Bihar,2021,10,1595.485,7.32,3105.61,0.0
Bihar,2021,11,1709.65,6.655,3343.63,0.0
Bihar,2021,12,2139.9900000000002,6.1,4204.63,0.0
Bihar,2022,1,2242.035,5.845,4418.03,0.0
Bihar,2022,2,2035.75,7.54,4003.06,0.0
Bihar,2022,3,2349.645,9.280000000000001,4627.8,0.0
Bihar,2022,4,2456.435,8.09,4829.05,0.0
Bihar,2022,5,2406.1899999999996,8.385000000000002,4729.15,0.0
Bihar,2022,6,2478.6949999999997,7.109999999999999,4872.08,0.0
Bihar,2022,7,2351.8799999999997,7.805,4622.05,0.0
Bihar,2022,8,2219.215,7.8149999999999995,4356.74,0.0
Bihar,2022,9,2336.255,5.1000000000000005,4585.45,0.0
Bihar,2022,10,2103.32,7.625,4123.41,0.0
Bihar,2022,11,2319.5,6.635,4563.08,0.0
Bihar,2022,12,2328.1949999999997,6.279999999999999,4594.59,0.0
Bihar,2023,1,2398.61,6.4399999999999995,4738.94,0.0
Bihar,2023,2,2380.735,7.255000000000001,4701.89,0.0
Bihar,2023,3,2417.955,8.059999999999999,4772.6,0.0
Bihar,2023,4,2588.88,8.345,5106.57,0.0
Bihar,2023,5,2426.725,8.355,4782.3,0.0
Bihar,2023,6,2408.495,8.355,4745.85,0.0
Bihar,2023,7,2466.515,8.975,4852.38,0.0
Bihar,2023,8,2709.705,6.795,5335.02,0.0
Bihar,2023,9,2530.105,5.2250000000000005,4972.18,0.0
Bihar,2023,10,2463.795,9.795,4849.6,0.0
Bihar,2023,11,2365.94,8.280000000000001,4658.79,0.0
Bihar,2023,12,2121.055,7.66,4183.25,0.0
Bihar,2024,1,2342.6749999999997,8.120000000000001,4626.83,0.0
Bihar,2024,2,2641.225,8.1,5223.83,0.0
Bihar,2024,3,2712.25,11.575000000000001,5367.25,0.0
Bihar,2024,4,2775.3900000000003,11.345,5475.15,0.0
Bihar,2024,5,2729.3650000000002,12.264999999999999,5383.26,0.0
Bihar,2024,6,2731.525,16.115000000000002,5395.28,0.0
Bihar,2024,7,2463.945,14.655,4860.69,0.0
Bihar,2024,8,2401.17,14.540000000000001,4735.77,0.0
Bihar,2024,9,2442.68,14.375,4818.41,0.0
Bihar,2024,10,2782.685,12.81,5492.64,0.0
Bihar,2024,11,2495.6749999999997,12.6,4919.34,0.0
Bihar,2024,12,2365.5,12.965,4685.25,0.0
Bihar,2025,1,2353.0550000000003,13.315,4662.62,0.0
Bihar,2025,2,2545.7949999999996,13.295,5048.01,0.0
Bihar,2025,3,2887.665,17.855,5726.4,0.0
Bihar,2025,4,2638.95,15.82,5213.38,0.0
Bihar,2025,5,2464.85,16.349999999999998,4863.17,0.0
Bihar,2025,6,2378.615,13.215,4684.21,0.0
Bihar,2025,7,2429.6800000000003,10.680000000000001,4781.53,0.0
Bihar,2025,8,2406.26,12.285,4740.31,0.0
Bihar,2025,9,2468.5299999999997,15.965,4872.88,0.0
Chandigarh,2019,1,0.0,50.115,0.23,0.0
Chandigarh,2019,2,0.0,50.73,1.46,0.0
Chandigarh,2019,3,0.0,50.13,0.26,0.0
Chandigarh,2019,4,0.0,51.16,2.32,0.0
Chandigarh,2019,5,0.0,50.17,0.34,0.0
Chandigarh,2019,6,0.0,51.105,2.21,0.0
Chandigarh,2019,7,0.0,50.115,0.23,0.0
Chandigarh,2019,8,0.0,50.74,1.48,0.0
Chandigarh,2019,9,0.0,50.08,0.16,0.0
Chandigarh,2019,10,0.0,50.64,1.28,0.0
Chandigarh,2019,11,0.0,50.12,0.24,0.0
Chandigarh,2019,12,0.0,50.89,1.78,0.0
Chandigarh,2020,1,0.0,50.09,0.18,0.0
Chandigarh,2020,2,0.0,50.78,1.56,0.0
Chandigarh,2020,3,0.0,50.78,1.56,0.0
Chandigarh,2020,4,0.0,51.335,2.67,0.0
Chandigarh,2020,5,0.0,50.105,0.21,0.0
Chandigarh,2020,6,0.0,50.98,1.96,0.0
Chandigarh,2020,7,0.0,50.14,0.28,0.0
Chandigarh,2020,8,0.0,50.14,0.28,0.0
Chandigarh,2020,9,0.0,50.145,0.29,0.0
Chandigarh,2020,10,0.0,50.145,0.29,0.0
Chandigarh,2020,11,0.0,50.145,0.29,0.0
Chandigarh,2020,12,0.0,50.145,0.29,0.0
Chandigarh,2021,1,0.0,50.085,0.17,0.0
Chandigarh,2021,2,0.0,50.855,1.71,0.0
Chandigarh,2021,3,0.0,50.855,1.71,0.0
Chandigarh,2021,4,0.0,50.855,1.71,0.0
Chandigarh,2021,5,0.0,50.135,0.27,0.0
Chandigarh,2021,6,0.0,51.155,2.31,0.0
Chandigarh,2021,7,0.0,50.12,0.24,0.0
Chandigarh,2021,8,0.0,51.265,2.53,0.0
Chandigarh,2021,9,0.0,50.11,0.22,0.0
Chandigarh,2021,10,0.0,51.02,2.04,0.0
Chandigarh,2021,11,0.0,50.11,0.22,0.0
Chandigarh,2021,12,0.0,50.84,1.68,0.0
Chandigarh,2022,1,0.0,50.495,0.99,0.0
